method,run_label,threshold,n_total,n_kept,coverage,corrected_accuracy_kept,corrected_error_kept,baseline_accuracy_kept,delta_accuracy_pp_kept,intervened_rate_kept
E12b,seed456,0.6000000000000001,2000,1998,0.999,0.6616616616616616,0.3383383383383384,0.6361361361361362,2.552552552552545,0.6076076076076076
E12b,seed456,0.625,2000,2000,1.0,0.661,0.33899999999999997,0.6355,2.550000000000008,0.608
E12b,seed456,0.65,2000,2000,1.0,0.661,0.33899999999999997,0.6355,2.550000000000008,0.608
E12b,seed456,0.675,2000,2000,1.0,0.661,0.33899999999999997,0.6355,2.550000000000008,0.608
E12b,seed456,0.7000000000000001,2000,2000,1.0,0.661,0.33899999999999997,0.6355,2.550000000000008,0.608
E12b,seed456,0.7250000000000001,2000,2000,1.0,0.661,0.33899999999999997,0.6355,2.550000000000008,0.608
E12b,seed456,0.75,2000,2000,1.0,0.661,0.33899999999999997,0.6355,2.550000000000008,0.608
E12b,seed456,0.775,2000,2000,1.0,0.661,0.33899999999999997,0.6355,2.550000000000008,0.608
E12b,seed456,0.8,2000,2000,1.0,0.661,0.33899999999999997,0.6355,2.550000000000008,0.608
E12b,seed456,0.8250000000000001,2000,2000,1.0,0.661,0.33899999999999997,0.6355,2.550000000000008,0.608
E12b,seed456,0.8500000000000001,2000,2000,1.0,0.661,0.33899999999999997,0.6355,2.550000000000008,0.608
E12b,seed456,0.875,2000,2000,1.0,0.661,0.33899999999999997,0.6355,2.550000000000008,0.608
E12b,seed456,0.9,2000,2000,1.0,0.661,0.33899999999999997,0.6355,2.550000000000008,0.608
E12b,seed456,0.925,2000,2000,1.0,0.661,0.33899999999999997,0.6355,2.550000000000008,0.608
E12b,seed456,0.9500000000000001,2000,2000,1.0,0.661,0.33899999999999997,0.6355,2.550000000000008,0.608
E12b,seed456,0.9750000000000001,2000,2000,1.0,0.661,0.33899999999999997,0.6355,2.550000000000008,0.608
E12b,seed456,1.0,2000,2000,1.0,0.661,0.33899999999999997,0.6355,2.550000000000008,0.608
