method,run_label,threshold,n_total,n_kept,coverage,corrected_accuracy_kept,corrected_error_kept,baseline_accuracy_kept,delta_accuracy_pp_kept,intervened_rate_kept
E12b,seed123,0.8500000000000001,2000,2000,1.0,0.661,0.33899999999999997,0.6355,2.550000000000008,0.608
E12b,seed123,0.875,2000,2000,1.0,0.661,0.33899999999999997,0.6355,2.550000000000008,0.608
E12b,seed123,0.9,2000,2000,1.0,0.661,0.33899999999999997,0.6355,2.550000000000008,0.608
E12b,seed123,0.925,2000,2000,1.0,0.661,0.33899999999999997,0.6355,2.550000000000008,0.608
E12b,seed123,0.9500000000000001,2000,2000,1.0,0.661,0.33899999999999997,0.6355,2.550000000000008,0.608
E12b,seed123,0.9750000000000001,2000,2000,1.0,0.661,0.33899999999999997,0.6355,2.550000000000008,0.608
E12b,seed123,1.0,2000,2000,1.0,0.661,0.33899999999999997,0.6355,2.550000000000008,0.608
E12b,seed42,0.0,2000,78,0.039,0.46153846153846156,0.5384615384615384,0.46153846153846156,0.0,0.0
E12b,seed42,0.025,2000,158,0.079,0.5506329113924051,0.4493670886075949,0.5506329113924051,0.0,0.0
E12b,seed42,0.05,2000,160,0.08,0.55,0.44999999999999996,0.55,0.0,0.0
E12b,seed42,0.07500000000000001,2000,161,0.0805,0.546583850931677,0.45341614906832295,0.546583850931677,0.0,0.0
E12b,seed42,0.1,2000,386,0.193,0.6347150259067358,0.3652849740932642,0.6347150259067358,0.0,0.0
E12b,seed42,0.125,2000,393,0.1965,0.6412213740458015,0.3587786259541985,0.6412213740458015,0.0,0.0
E12b,seed42,0.15000000000000002,2000,800,0.4,0.65625,0.34375,0.65625,0.0,0.0
E12b,seed42,0.17500000000000002,2000,803,0.4015,0.6562889165628891,0.3437110834371109,0.6562889165628891,0.0,0.0
E12b,seed42,0.2,2000,933,0.4665,0.6463022508038585,0.3536977491961415,0.6452304394426581,0.1071811361200381,0.13933547695605572
E12b,seed42,0.225,2000,1244,0.622,0.6704180064308681,0.32958199356913187,0.6430868167202572,2.733118971061088,0.3545016077170418
E12b,seed42,0.25,2000,1275,0.6375,0.6698039215686274,0.33019607843137255,0.6407843137254902,2.9019607843137285,0.37019607843137253
E12b,seed42,0.275,2000,1437,0.7185,0.6590118302018093,0.3409881697981907,0.6346555323590815,2.435629784272786,0.44119693806541405
